Date,Natural_Gas,Berkshire,Nasdaq_100,Apple,Google,Crude_oil,Microsoft,Tesla,Nvidia,Platinum,Amazon,Ethereum,Gold,Meta,Bitcoin,Netflix,Silver,Copper,S&P_500
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.4779773231245625,-0.10008193841586531,-0.95971773526435,-0.7015778757116008,0.0,0.8703888658449013,0.1047341817956707,-0.12387467677005755,0.0,-0.8008243086852687,1.8570405339175662,0.0,-1.7621913013545316,1.1696702049840497,-0.03154327346507722,0.0,0.0,0.0
2024-01-31,-0.6819993640119919,-0.38500193390809256,1.064151175020651,-0.2995611268402403,2.159665676658117,-1.4748471205169067,1.2767406684096356,-0.01802942041205253,0.3201494699557474,0.0,-1.0564177018807295,0.3529400962293924,-0.6049710756123596,-0.9272463835560151,0.13677168288347186,1.0929703725433992,-0.9553150149620271,0.0,0.0
2024-01-30,0.4394718644135312,0.5699410848075296,-1.3118089869906282,0.595862694888326,-2.2638220330324814,0.5956422956015666,-1.4031358068678725,0.7215731539087624,-0.08331446398335782,0.0,-0.22795903256485758,0.2754900792804577,0.03009497392376009,0.18649362494429678,0.4282772996960661,1.9556489830196282,-0.5084557310447275,0.0,0.0
2024-01-29,-1.8297722584327003,1.501715912144934,0.5230193680580891,0.1351984552227429,0.10214826059295008,0.3920271574907768,0.00482694364647664,0.9060498432410327,0.15354169582228086,0.0,0.5283988958621937,0.07605984374656569,-1.8713168367654165,0.39209453723900006,0.06842599640405679,0.7939425975889516,-1.8763604118619353,0.0,0.0
2024-01-26,3.7396722795716175,-0.3103190079645713,-0.2412479976851857,-0.26364754672660584,-0.26452077155178444,-0.2326626185850769,-0.3021907548344938,-0.2806822356376692,-0.22227441539650838,0.0,-0.2139501918588654,-0.21534479659119582,-0.41243590062899027,-0.3072566367110966,-0.14286411975335803,-0.07675553811383418,-0.2535197475323818,0.0,0.0
2024-01-25,-1.2021835790223736,-0.21946230320048887,0.43702635584601973,0.6895913464712902,0.33007955752872103,-0.3914375109376296,0.4763098130324126,2.6297012686944843,0.6560044670825607,0.0,-0.47783231813185295,-0.2831266198944814,0.37487321402256446,0.45187934933999446,-1.0448408432796987,-0.8156147728914632,-1.610967424660059,0.0,0.0
2024-01-24,0.0849839029071413,-0.42266072061150395,-0.5683641239902155,-0.4719128545791079,-0.601465105216277,-0.4359707435116539,-0.29346602595835874,-0.9520081520939315,-0.2411434197116774,0.0,-0.3319362372731534,-0.349836855913834,0.41611722311033245,-0.40163571945845195,-0.13701415202043807,1.6441158479123494,3.062197136408781,0.0,0.0
2024-01-23,0.45092524786560095,0.0694172788771585,-0.26392190374280705,-0.2174819883944436,-0.08496905760381943,0.17388287481812387,-0.23328190725990403,0.15310924440417578,-0.8863048874797639,0.0,-0.3583548730743147,2.84586218346638,-1.0373079414927142,0.27084223984810846,1.3385579853652108,-0.8466446538511903,-1.3743298417458012,0.0,0.0
2024-01-22,0.4653452880610971,0.010181911924339225,-0.04827107386223891,0.10035647414531289,0.20413494847002736,-1.3575590992647513,0.16313729533906615,-0.23985836023237503,0.2436364581130217,0.0,-0.09042097205351202,-0.6421912310269524,-0.48370883795105385,-0.22054893248923574,-0.3330301118066811,-1.058725120573481,3.287521363207417,0.0,0.0
2024-01-19,0.09245704539843513,-0.6491501989009778,0.3485156296299923,0.10672143472753647,-0.053563568650200774,3.17257282031655,-0.011890197595942028,-0.4412980721007775,0.2126976588136491,0.0,0.1781379986282968,-0.5913194728358007,-0.35854018083801314,0.28975883057041035,-0.4676179514007782,-0.0063888039367876745,-1.821092971825592,0.0,0.0
2024-01-18,0.5644954651899388,-0.3339986252009013,-0.6634629826344642,0.6778747014179883,-0.9127432377452673,0.6109022794068207,-0.9137302482074505,0.38380885236297707,-0.295885778412021,0.0,-1.0255229808355486,0.3812564936742418,0.8621589468589811,-0.9745306116164854,0.018645978604887252,-1.0857109834265588,2.7064427305628618,0.0,0.0
2024-01-17,-0.08129290009392834,0.02932073659896154,-0.3154119622157367,-0.614944660115348,-0.32684916699701705,3.6395508957138536,-0.17727932701025773,-0.1355661127297632,-0.10704794730924114,0.0,-0.18018019151042983,-0.3266465286173094,-0.7487506585846188,-0.3554271602462309,-0.4644594201463254,0.2325126482830393,-0.06752824501964795,0.0,0.0
2024-01-16,0.5824963260313559,0.35122099488402236,-0.3137532232775531,0.2729518332074577,-0.4502093432842015,0.21812466793964386,0.13587575075906708,-0.35826942623381464,-0.7959607485840102,0.0,-0.2481130569822293,-0.5530151620345215,3.2975057498679723,-0.1556199858190474,-0.008932637417744197,-0.7426131118192071,-1.2316886272371916,0.0,0.0
2024-01-12,-0.0849048269957796,-0.8285360891285861,-0.7026117592732447,-0.9297414369156601,-0.6025684004809768,-0.43657370107573346,-0.6422922402816097,-0.23017466278773416,-0.6501099003468827,0.0,-0.32416463835761716,1.7595541104964396,-0.08282791351051337,0.06973676148582049,1.4238436830080117,-0.23117379405556907,2.4925448082196353,0.0,0.0
2024-01-11,-0.5600253888539146,-0.1316609425351726,0.3016632089334186,0.4711698135647709,0.6717119394021819,-0.4295107356306746,0.6966474076360317,-0.6335796536839201,1.9628944796854175,0.0,0.46653414701219065,-0.34009852749828895,-1.3141136742443924,-0.589092270273087,-0.3314498725445942,1.6731239799839774,-1.9142139109539444,0.0,0.0
2024-01-10,0.80181506903496,0.29332015065271083,0.2656685280445308,0.1921128786772978,-0.011554963639136325,0.2288875965736593,0.07844212000191066,-0.0751886123398123,0.008029984660191008,0.0,0.03756131357986343,1.4042057890392632,-1.9449377140081399,1.5697479049376977,0.44976816489332117,-1.3034054369007158,-1.9944727732076015,0.0,0.0
2024-01-09,-0.25730008109609864,-0.258174634012424,-0.25797592610233344,-0.25829060223558375,-0.25774015268102535,-0.25806734725561326,-0.2585341683835953,-0.2580011396681494,-0.25706864955467695,0.0,-0.258137069554756,-0.2592305992198138,3.614783855354957,-0.25904487859398245,-0.2586868935794573,-0.25853171341744696,0.0,0.0,0.0
2024-01-08,-1.8823683350450267,1.8203494898024528,0.953293098015296,1.789127622452512,-0.8995925896536964,0.2200038407840468,0.38239881350009425,-0.8142884930538286,-1.0726680887466191,0.0,0.15799630317670857,-0.3960698997082745,-0.1394063711829956,-0.11074689551041399,-0.03662104283601706,0.028592548005761095,0.0,0.0,0.0
2024-01-05,-0.5197140085181006,-0.8054131827620894,-0.3773980348171834,1.2542863565721167,1.234829350189321,-0.2461812583924245,0.27430584037700234,1.4621978788908458,-1.4738137061964338,0.0,0.6590097736157096,-0.754683649411255,0.6982281531811408,0.9872277079969644,-1.3778501263740623,-1.0150310943515513,0.0,0.0,0.0
2024-01-04,0.2909068339917212,0.3784523162364477,0.4557840657840074,0.4629654077659327,0.5040564926965129,0.0715766360533835,-0.30562168684419483,0.3168731754142804,-1.6184411153854708,0.0,0.9988112136813083,0.26967997348341055,-2.2780793451430785,-1.0224314870110065,-0.23279314663460865,1.7082606659113548,0.0,0.0,0.0
2024-01-03,-0.958318368748932,-0.24254524325083232,-0.5303181029913232,-0.9834154767999568,-0.6818493858538067,-0.4756230954304587,-0.23885302168504974,0.1283259566182975,-0.2616570453276448,0.0,-0.8604781398726903,2.0145300898328653,1.6564260133333524,0.2623957374608957,1.7354546582143604,-0.5640745754990774,0.0,0.0,0.0
2024-01-02,-0.9568705670085018,0.8093718342595707,0.3135754108702449,1.384313746370809,-0.11154209974119864,-0.22718217490278994,0.3408469502882483,-0.699740582463169,0.8893786206242507,0.0,-0.3165620726335139,-1.7845546096374005,-1.2781257911441535,0.8157152824971153,-0.8206989247142121,1.6420749773347,0.0,0.0,0.0
2023-12-29,-0.5036200263838412,-0.5196887205866672,-0.1699132782086957,-1.480687811760861,0.30309205808113304,-0.6995520063955025,0.03448698056095226,1.513545844108175,1.4019227435191728,0.0,0.8963501099781215,1.4971612819191142,-0.5414843814126932,0.5566603351327409,-0.8700566816842165,-1.4182164468669316,0.0,0.0,0.0
2023-12-28,1.5191750415578895,-0.034577906390873936,-0.6238061189390229,-0.5070003998898608,-0.26796355029124025,1.235647854875955,-0.64902100183661,0.7936021513394972,-1.172475146023449,0.0,-0.9880472672845978,1.6138166664789386,1.236911224403388,-0.545871530334177,-0.4082550655841055,-1.2021349520817304,0.0,0.0,0.0
2023-12-27,-2.2186187704728684,0.14789994607499227,0.5914340418524371,1.0564010545744156,0.6068396372430372,-0.01421095774949435,0.1843950567818711,-0.06962267202082005,-0.04745435055497125,0.0,0.4613684281702713,-0.11680083219773046,-2.288068014237035,0.3675534295410445,0.08319859547974996,1.255685407515101,0.0,0.0,0.0
