Date,Platinum,Meta,Amazon,Berkshire,Nvidia,Tesla,Silver,Copper,Natural_Gas,Ethereum,S&P_500,Google,Crude_oil,Microsoft,Nasdaq_100,Netflix,Gold,Apple,Bitcoin
2024-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.8575206247410921,-3.5097015529639704,-1.3255357355628676,0.029795047922253667,-0.7432914597043199,0.44991728328095193,0.7742506301710885,0.5254582862691549,0.017246699243283196,0.28552452226116515,0.09414093605867638,0.1397399586740009,0.8198839951100267,-0.07708648164410888,-0.049753783152288886,0.45053819523416483,0.5277084855121706,0.4585430548984402,0.2751012936510865
2024-01-31,1.1076015241427206,-0.48815394977668697,-1.4532109591980387,-0.09842784280189136,-1.326785887011228,-0.24863897328648354,0.12936538026377878,1.278603984909006,2.028145524289806,-0.3085949815688606,-0.48326795707484754,-0.19267699709286584,2.244597890907747,-0.738889429716011,-0.5026480597370623,-0.08698592522998488,0.2057355844386229,-0.5864256162420918,-0.4793433102156288
2024-01-30,-0.865123293663371,0.45181683064465067,0.40479977078598667,-0.24202056349330872,0.1943727284767368,0.328678546997,-0.6963596240231348,-0.7530924804590008,-1.3634871005465923,0.493716885621894,-0.033825311289111454,3.2291354734264823,0.4790392358738434,0.5648777755500831,0.17148791602525665,-0.9284240379419698,-1.215218418371751,0.16803431334482186,-0.3884086469585143
2024-01-29,-0.11356458040001795,-0.21459320021413752,0.04021567368783132,-0.48325363785081366,-0.37251557073610825,-0.3406474366946686,-0.3508563460488896,-0.4428193604617318,4.022334009998233,-0.49941601639388955,-0.2533859049452853,0.02557293148120263,-0.5545875168505233,-0.2066999827155906,-0.1187995870293765,0.22950318862731528,-0.4346106221043716,0.15689109001182971,-0.08876713136100803
2024-01-26,-0.4230167144585333,-0.3869694994034941,-0.2413084958170047,0.48282453523826324,-0.6044102464648834,-1.2516905336544464,-0.3531153412002226,-0.004774926542060967,3.598262126435997,-0.5563895114877436,-0.025000420684032822,-0.06862739143010571,0.8566638179687548,-0.27358785628210125,-0.11721413969928887,-0.09345751993467834,0.10324934141971193,0.3910522466331701,-1.0324894706373002
2024-01-25,-1.1861606597894603,0.3577708357950685,0.00012756241942831807,-0.10685862029466472,1.0550435113876429,0.3028761846278598,0.6413957359145172,0.7545025589763183,-2.5127648845105686,-0.7743285112543639,0.5366399362452875,0.38086126267851633,0.01620710874135569,0.6336604939709329,0.817997692441461,-0.3561850192206264,0.5131508448571327,1.0256758051193184,-2.0996118381051567
2024-01-24,0.5188582603204206,-0.3050063114805522,-0.2843741206799493,-0.38356051310751293,-0.24362518645629094,3.7781949943363684,-0.18233122305037894,-0.0021737398241164934,0.6439571694631828,0.08951556982408021,-0.27459197614650227,-0.7171870928853796,-0.9568796934701008,-0.28797049954988485,-0.15509139158640664,-0.9890575997391581,-0.15024558598792845,-0.07841948322809542,-0.020011576751795414
2024-01-23,0.20992417082548728,0.06427509897845907,0.3958981230847893,0.14435153432478087,-0.3259352879552775,0.8448282160444107,-0.09463647235930579,-0.30822448658038226,-2.166402115930102,0.7593838182312397,0.5723479645556211,0.17587373161807685,0.2361916378013855,0.2552140234278583,0.395307083880382,-3.0994615863414907,0.7887325519481688,0.7373197693723812,0.4150122250735183
2024-01-22,0.10040525326244501,-0.5148095168819622,-0.42120328653546707,-0.6589080835376101,0.010215108214937728,0.21456637848594454,-0.3912288225677866,-0.4172375283412943,-0.8943968198246446,3.5109828043850664,0.08512190304106859,-0.34006916418498584,1.486876950205072,-0.2244762817827433,-0.04854837373559573,-0.9459449171984837,0.19522799239781818,-0.28660590073482506,-0.4599676946669541
2024-01-19,-0.2266348649089355,-0.228972212966689,-0.2608585877935443,-0.5347083724603844,-0.5286329276520223,0.27117636308299353,0.3811298371884421,-0.15572605613749202,1.329704663057802,2.8337332975219214,-0.5057398016465953,-0.3007739909266268,-1.4116309672558591,-0.18371604536849578,-0.4532466701321383,-0.653022110324983,-0.26812417897093976,-0.9201326661586254,1.8161752918521727
2024-01-18,0.5003526013942932,-0.6344073454031346,-0.3002475474086468,-0.353170675665705,-1.602242060109733,0.17870262147740384,0.446083986711129,-0.2594282458764623,3.505326350115582,-0.16187595292765586,-0.314947891266048,-0.6676905685211207,0.6670503322402163,-0.30924388399116554,-0.637599510485417,0.47147707656648014,0.07865263250367747,-0.4593967058466866,-0.14739521350700682
2024-01-17,-0.8953251399044646,-0.7274239424230411,-0.34422547155046884,-0.17469110208156108,-0.6345249723917671,0.8939113828125629,-0.1095384121119436,0.01705909944451115,2.894258781532636,1.217557808316686,-0.21893398509897083,-0.44451933801624643,-0.7226048203420301,-0.3232908240624587,-0.4649117566582968,-0.28442742153206646,-0.16575656220194915,-1.1935913699934873,1.6809780462623565
2024-01-16,1.1562972860082341,-1.53764485720542,0.1582162338672641,-0.6023633646573421,-0.36180010228278225,1.6625486973648702,1.4606244852879264,0.07592005287282673,0.28443988578669416,2.006742599055199,-0.48605253826244005,-0.17279103951940677,-1.5002437706253136,-0.8997376307137047,-0.3938351417862642,-0.9222318947502264,0.475227607915761,-0.45613721255379774,0.05282070419792364
2024-01-12,0.2504818643726389,0.26957305068633675,-0.005559400149023449,-0.05472958245377692,-1.1287930999600388,-0.4117385731110765,0.01428793985762684,-0.4766520006114443,3.8032374620555967,-0.9947502109486138,-0.15253229714767477,-0.24660591755268488,-0.16793938313502496,-0.41099133760336004,-0.2750276793318677,0.3716152226795074,0.021934986402538364,0.07865909217585437,-0.4844701362255126
2024-01-11,-0.09983592741459832,-0.4864084413163884,0.0806966228840964,-0.05038282298460347,0.026552549223731486,1.2647181650685153,-0.9664900172752132,0.2870983018120972,-2.28568786651504,1.2381294251097534,-0.06964408399925184,-0.18123665932308386,-0.35609007065949544,-0.38373697147521135,-0.06839356368133574,-0.03894911551353522,-0.5810331669686045,-0.10487233019662605,2.775565973224793
2024-01-10,0.8697668632754705,0.19973656775511603,-0.685519961515953,0.8552248983383907,-0.6290336806683116,2.3083039784246915,1.2622903967421404,0.12492623397429191,-1.4073677587014566,-1.0330134531113777,0.08492033969604022,0.14154799858266925,-0.6610027361211003,-0.338729864272575,-0.0941441851300542,-2.139001685933115,0.35932916205441334,0.28195689005308466,0.4998099965576352
2024-01-09,0.820866306888192,-1.0399877260108132,-0.30356943683622534,0.19351527592778364,-0.5600204928896741,0.4278301075929539,0.48425635112289844,0.045245479386889526,2.1096941308551704,-3.141783199689458,0.05700022016795871,-0.08079823715430644,0.7183577043816598,-0.4105763165655476,0.013410739074935169,0.5577190513713606,0.18410000322046846,0.05680016234013939,-0.132060123184385
2024-01-08,0.9778587414531855,0.2941358249478054,-0.6458605400977372,0.3275702908439057,-0.7322959489110143,1.309935444570016,0.6022225934757381,0.8172701766349565,-3.2375269737292895,-0.17898290519510018,0.19415117125867243,-0.6445085302875988,-0.9187432936122287,-0.030541624542739055,0.030566846923550238,0.4296073986003616,0.13123163804464413,0.23434958978810685,1.0395600998347658
2024-01-05,1.2234497739287196,-0.12468335742264575,-0.4306834396045862,0.33094362100164554,-1.9014064321298931,0.14799555653743185,0.6817700434871274,0.627885710011306,-0.5715756575371799,-0.47664789603912944,0.07946783069114806,-0.2820000898282313,2.50331123653825,-0.11673313446672863,-0.20760390032118264,-0.29125973463674876,1.014239772895734,-0.33332614633113183,-1.873143756773905
2024-01-04,-0.1246882965230387,-0.9615001062350973,-0.01608598681869914,-0.052215076800706216,-1.8602410118999595,0.654879800954254,-0.10709136728169125,1.4987051813680128,-2.120024060969308,0.4237306698700092,0.2735115475069084,0.9672218675944764,-1.814994906080665,0.5162346671381174,0.3100739703069395,0.5961497164233555,0.472745359784127,0.8807327578068532,0.46285527385611136
2024-01-03,1.1828896295477065,-0.33615995893022377,1.4668628068373908,0.48656793592208897,-0.404071288420189,0.17539305959262064,-0.005860734667805645,0.2987017947602965,-2.7638466870987743,-1.266049476829201,0.24075484640406813,1.0278749700345313,0.42956983415900485,0.4381523152788262,0.3382326707324922,-0.4224497501182239,-0.12142482988011832,0.7316545363293071,-1.496791673653797
2024-01-02,0.058673202850093385,-0.18284643015168492,-0.0015875738092248866,-0.8420025060579049,0.10830319936651954,1.2722820425383758,0.975997996016122,-0.1973112322580521,-1.8864111168426456,2.2350051925469927,-0.07140148588080929,-0.6083824684213803,-1.66455427399173,-0.3642954308302127,0.03367217710257787,-0.5424073166184161,0.20339928146561242,-0.09279302679232251,1.5666597697680897
2023-12-29,0.23695927480106815,0.7085389640776247,0.34141997095104326,-0.7685321683269666,0.9588421693358463,-0.21137971186005772,-0.09530156986263398,-0.10249043432645454,-1.104509180706295,-1.2204532527348626,0.017524668301965474,0.24041846158574665,0.5362010521364295,0.3638405596025475,0.4942106263332924,1.425850613645505,-0.25392519977124056,1.3369664843533262,-2.9041813275358836
2023-12-28,0.8527690070568622,0.6096447992752073,0.16544124473010483,-0.6322363194587142,-1.3167369861751625,1.6413877284721528,0.9420544827836881,0.009456728995298145,1.3581980712148816,1.7597305866428201,-0.873451153856489,-0.7121782478874987,-1.0548130964290257,-1.6328115946440793,-0.6425062702302564,-0.15074718851569002,-0.4335592888682732,-0.4638314201452778,0.5741889170394495
2023-12-27,-1.2808548398754975,-0.6300396186402089,-0.5412565471851025,-0.7043330155995374,-0.6904297002623577,2.0969431554715987,0.1314031901448694,0.12357529467113944,1.4248467264926856,0.6485515954883999,-0.5500203844101648,-0.4402436713453925,2.09526988509231,-0.7789951178010183,-0.48078967645525056,-0.3109907530209997,-0.5241855573960568,-0.6985349634778776,1.11008399810846
2023-12-26,-0.5328756451190878,0.015291784937043426,0.537619942951512,0.4981517823253685,0.3456509508521555,-0.580913245948482,0.09222337588028733,-0.295863413962758,-1.0459862455073718,-3.1628928400763043,0.4262517291773908,0.9947047594885073,1.6746370584265007,0.6038383867392068,0.41160762970270265,0.4385628651016307,-0.14162325991185476,0.48005788489976564,-0.7584434999562116
2023-12-22,-0.8993734574609564,-0.30583102907230125,-0.05615997600182748,-0.17538278430476756,-0.6117906067862411,-1.020450300034091,0.359337010572425,-0.013554689585052725,1.3645714984545392,2.4774860923286517,-0.31524950570743204,-0.07294223271396592,-1.6705759010624732,-0.07303564497966633,-0.42264374692526113,-0.6061914786827375,-0.08361638279390284,0.11239694806382951,2.0130061866912308
2023-12-21,-0.8737591522117248,0.4437488759882617,0.5165580818252072,-0.03052915954432413,0.5684243816973871,0.9998783826627913,0.33150492840680973,0.5611460609970724,-1.147594574453482,-3.249226367787383,0.09372047172420163,-0.4744072376638819,0.6847872698005728,-0.0139499241454281,0.1385400204540984,1.2118011675658806,-0.5783227151329873,0.7898857227538664,0.027793767063062344
2023-12-20,1.0177895536862929,-0.31778102192819235,-0.13325482314176104,1.1138608688010292,-0.6523628578738101,-1.495051986698427,0.8686901715539683,0.4996941536524523,-3.005922769837972,-0.5579544071334299,-0.011783891957921407,-0.41209789470755365,1.0679074757208342,0.124944303614393,-0.20607095874970371,0.3596434047207609,0.5859373847496205,0.7842014588044132,0.3696118367250074
2023-12-19,-0.7797399841859216,-0.11594963858346759,0.3388094936171644,0.8627943420164066,1.495254862922965,2.0577393618819038,-1.0200266072856854,-0.41236430667740864,0.7662113424796405,-0.9423533004969743,0.5297888259954022,-0.9987197933527368,-0.9002851203270756,0.1165087855523143,0.6034331020092241,0.3834444726989996,-0.16693416625071741,0.33026220598364064,-2.147873877997674
2023-12-18,-0.6993733927789503,-1.1414559998292362,0.6565176862693818,-0.14087031629077792,1.4185069059120083,-1.4969994865179501,-0.39237474484325846,-0.6888738833698538,0.9126713800773445,2.352789357980149,-0.09934680447711977,-0.1376780051947226,-0.8278555389463628,0.3152790356123585,-0.005407183152684468,-1.2990838075897586,-0.08905626129489692,-0.04990216136179349,1.4125132197961252
2023-12-15,0.5798368863453716,-1.5118026184209978,-1.3899748100329354,-0.24375506568865948,-1.1592935036889136,1.168049915603819,0.875829943259336,1.5140718430508386,0.3408215214079398,0.7787252765094458,0.36353759635017086,-1.1482320516270625,-0.41731948650487494,0.31241730969212467,0.2168510092274706,-1.5733609628588061,0.5297533516169805,1.4015336731778678,-0.6376898274191181
2023-12-14,0.9194834712905671,-0.31490713456142033,-0.9979237672415765,0.5506542513174624,-0.652410634090932,-0.5723555336635625,0.5450872325479307,0.017906518685819717,-2.3165871030940295,2.4751787912017713,-0.007480634447023929,-0.3005400614547603,0.10987128083484435,-0.7627197660629413,-0.3105826804114095,-0.2858455227555612,0.25142430278682715,0.14659318718236428,1.5051538019356305
2023-12-13,-1.5118786843170389,0.6809426162033988,0.8882940798943675,0.945368836031413,0.2539730690673107,-1.491831493400963,-2.0494932898731943,-0.6544953112315853,-0.5219295065780816,-0.5270184664602293,0.3710811180580881,0.6835803720043186,-0.7599638153268489,1.4543840128362158,0.5448822882285101,1.3928127773049972,-0.49298720289964665,0.45043579212508433,0.34384280833388514
